archive_id,english
cbarchive_133942_thetropidoleptusfaunaatcananda9999,True
in.ernet.dli.2015.168716,True
report1917ameruoft,True
journalofwashin241934wash,True
reportsofdepartm1701unit,True
jstor-2453757,True
bub_gb_DDNEAAAAYAAJ,False
cbarchive_38067_diezoophyteneinbeitragzurgesch1875,True
memoirsandproce07socigoog,True
bulletin01texagoog,True
naturaenovitates91887berl,False
americanjournal00sectgoog,True
biostor-105955,True
naturalhistory00lyderich,True
CUbiodiversity600397-8739,True
in.ernet.dli.2015.20725,True
mississippianse00buttgoog,True
oriskanyfaunaofb00clarrich,True
b28128266,True
in.ernet.dli.2015.28687,True
quarterlyjourna46unkngoog,True
animalparasitesm00beneuoft,True
internationalca02britgoog,True
palaeontology30341987pala,True
jstor-1643179,True
edgeofsea000cars,True
RogickStudiesOnFreshXVII1950,True
uppercretaceous61mary,True
bulletinscienti02assogoog,True
reportoncollecti00swar,True
cbarchive_133894_benthiccommunityorganizationof1949,True
geologyofminneso32geolrich,True
in.ernet.dli.2015.260621,True
palaeontographic6019unse,False
generalembryolog051953hubr,True
DTIC_ADA152033,True
jstor-1634750,True
cihm_27388,True
monographof381884pala,True
missionscientif631891miss,False
partviireportco00fishgoog,True
biostor-76031,True
bulletinsofameri101108pale,True
cu31924074095211,True
microscopydrink05whipgoog,True
dli.zoological.cas.023,True
biostor-99046,True
histologicaltech031811mbp,True
fieldconferenceo01will,True
foldtanikozlony1051magy,False
zoologicalpocket00selerich,True
b2151348x,True
monographofbriti00miln,True
biostor-100498,True
danishingolfex1pt1a2daniuoft,True
annualreport42newyuoft,True
reportofsecondno04framrich,True
cbarchive_41536_contributionstothefaunaofthegu1863,True
reportfolkestone50folk,True
cbarchive_134772_richmondfaunalzonesinwarrenand1878,True
universityofcali4190708univ,True
typicalrocksmine03ekbl,True
bulletinofbritis4611brit,True
jstor-2451582,True
biostor-88328,True
museumbulletin1711914newy,True
monographofterti00macg,True
einleitungindiee00prziuoft,False
arcticreportsc09canauoft,True
reports00minegoog,True
DTIC_ADA137142,True
abiologicalsurve01sumn,True
jstor-2446942,True
biostor-93684,True
biologicalbullet187mari,True
reportsdealingw03survgoog,True
jstor-30065653,True
discoveryreports22inst,True
journalofmarinez12jers,True
historyofgeology00zittrich,True
bulletinofbritis14farn,True
biostor-118601,True
series01survgoog,True
naturalistsassis00kingrich,True
littoralmarinefa00rath,True
guidetoaquariumo00sta,True
contributionsfro00whitrich,True
in.ernet.dli.2015.216998,True
geologicalmagazi341887wood,True
zoologica566019132460newy,True
illustratedmarin00smit,True
proceedingsofiow25iowa,True
jstor-2455302,True
reportonprogress1932unit,True
danishingolfexpe06daniuoft,True
skepticstruebeli00raym,True
cu31924074095328,True
arcticreportsd09canauoft,True
cbarchive_133703_lowercretaceousbrachiopodsfrom1949,True
in.ernet.dli.2015.76865,True
proceedingsofyor1118york,True
proceedingsofe1185358elli,True
cu31924003933524,True
canadianfieldnat1950otta,True
victoriannatur8641969luca,True
problemstpeters00dakegoog,True
cu31924074095203,True
jstor-2449679,True
guidebooksofexcu06inte_0,True
freshwaterfloraf00grat,True
pubmed-PMC3918590,True
jstor-1624759,True
geologist2185unse,True
bulletinsofameri287pale,True
cretaceousrocks00hillgoog,True
cbarchive_48437_thechemicalmechanismofshelldis1978,True
cbarchive_133986_marcellusstaffordlimestonesofl1887,True
memoirsprocee49190405manc,True
middledevoniano00staugoog,True
cihm_27030,True
annualreport201011harv,True
DTIC_ADA070453,True
wissenchaftl319051916nord,True
journalofentomar192012claruoft,True
annualreviewofec35doug,True
reportonprogres00unkngoog,True
journalofroyalmi1896roya,True
manualofpalont00nichrich,True
reportgeologica02depagoog,True
proceedingsofyor1218york,True
publications00newy_0,True
catalogueworkso00ropegoog,True
carboniferousfor00girt,True
pubmed-PMC3489856,True
synopsistruecra00weyegoog,True
classificationfo00londuoft,True
bulletinofbritis38geollond,True
laboratorymanua00boyegoog,True
bulletinsofameri278281pale,True
geologyforteach00tenngoog,True
fieldnotebookch00harr,True
transactions2223acaduoft,True
bibliographyofpu00marc,True
scientistsintern00cassuoft,True
cbarchive_123083_theinsectsofthedipterousfamily1878,True
textbookofcompar00kaysrich,True
earthhistoryfiel1947illi,True
quarterlyjourna371881geol,True
annalsmagazineof5191887lond,True
zoologicalscienc1019niho,True
abiologicalexam00reiggoog,True
b21725263,True
royalnaturalhist06lyde,True
naturalistsdire01unkngoog,True
cbarchive_107648_theapseudidcheliferaoftheeaste9999,True
bulletinsofameri542421968pale,True
mobot31753003646442,False
scientific-american-1882-07-29,True
journalroyalsoc60royac,True
missionscientifi1888miss,False
jstor-1627575,True
b24758097_0003,True
cbarchive_125590_onthespeciesofocypodainthecoll1882,True
lowerpalaeozoico02sive,True
cu31924003944133,True
cretaceousrocks02browgoog,True
jstor-1644837,True
elementszologya00tenngoog,True
cbarchive_100214_osteologiacraneanadephilodryas1927,True
biostor-80347,True
betweenpacificti00rick,True
bulletinofnatura58natu,True
biostor-118598,True
harrimanalaskase11harrrich,True
textbookcompara01langgoog,True
adjustableclass00browgoog,True
b21308950,True
quarterlyjournal121872lond,True
transactionsproc1719roya,True
pubmed-PMC4096404,True
annualreportcur00univgoog,True
biostor-118655,True
jstor-2451677,True
elementsgeology02lyelgoog,True
transactionsofac218611868acad,True
reportonprogres01musegoog,True
jstor-2449570,True
biostor-88526,True
biorxiv-10.1101-001685,True
annualreport53newyuoft,True
cbarchive_50418_prodromusfaunaemediterraneaebo1885,True
amanualelementa08lyelgoog,True
biographicalsket00agas,True
transactionsofno3512norf,True
jstor-2447750,True
FACTSFORENVIRONM00SNSN20045.ome,False
ueberdieforamini00pern,False
bulletinofzoolog57inte,True
micrographicdict01grif,True
biostor-76190,True
generalzoology00peargoog,True
cu31924056503612,True
gov.uspto.patents.application.10673180,True
scientificreport4193brit,True
lecturesoncompar1855owen,True
canadianiceagebe00dawsrich,True
cu31924003004771,True
generalguide32amer,True
reportstateboar03survgoog,True
sitzungsberichte1920gese,False
proceedingsofind1908indi,True
biostor-117391,True
s6annalsmagazine08londuoft,True
in.ernet.dli.2015.260545,True
jstor-2451583,True
jahrbuchderhambu3821920hamb,False
morphologicalsys00levi,True
cbarchive_38355_onthelimitsofthesubkingdommoll1840,True
geologicalmagazi591922wood,True
cbarchive_37522_intertidalplantandanimalzonati1948,True
in.ernet.dli.2015.230514,True
textofgeolog02geikrich,True
studentsguideto00fish,True
biostor-98386,True
cu31924004122267,True
oncoralreefsand00danagoog,True
natureextentoffo00viss,True
proceedingsofcal3190104cali,True
in.ernet.dli.2015.222601,True
carnegieinstitut18205carn,True
marineinvertebr01mcingoog,True
jstor-108585,True
cbarchive_36228_plymouthmarineinvertebratefaun9999,True
cbarchive_132069_thecincinnatigroupinwesternten1893,True
americanjournal283unkngoog,True
cbarchive_53003_polyzoa1905,True
1871studentsel00lyeluoft,True
americanjourna4201905newh,True
archivfrnaturg7403berl,False
permianofmongoli00grab,True
bulletingeorgia02georgoog,True
relacininformat00berggoog,False
biostor-88796,True
universityofcali11191214univ,True
memoirsnewyorks00yorkgoog,True
catalogueofmarin03brit,True
statisticalmeth01davegoog,True
jstor-1629763,True
cbarchive_49982_diefaunavonhelgoland1889,True
cbarchive_119732_c11943,True
jstor-41224916,True
cbarchive_51235_estimationofseascallopabundanc1981,True
monographof611907pala,True
cbarchive_37930_arevisionofthespeciesoflafoeid1950,True
aquarium131912phil,True
RogickStudiesOnFreshIII1935,True
bibliographyinde19894geor,True
in.ernet.dli.2015.25520,True
cu31924031496809,True
geologymadesimpl00matt,True
jstor-2451021,True
jstor-41167789,True
naturalistsuniv01cassgoog,True
in.ernet.dli.2015.154029,True
annalsmagazineof651890lond,True
cu31924004550046,True
biostor-78922,True
divkinternational1902royauoft,True
reportonprogress1943unit,True
annalsofsoutha7751978sout,True
bulletinnewyork491901newy,True
jstor-3221365,True
oncranialosteolo01park,True
cbarchive_50544_diagnosesreptiliumetbatrachior1878,True
atreatiseongeol00oswagoog,True
americanpalaeozo00milluoft,True
reports_06canauoft,True
quarterlyjourna181862geol,True
bibliographiazoo11896conc,False
utilizationminu00phipgoog,True
americangeologis31889winc,True
journalgeology04palegoog,True
noaatechnicalrep729unit,True
in.gov.ignca.5430,True
bergensmuseumsaa1905berg,False
reportusnationa01goog,True
biostor-93668,True
transactions10acaduoft,True
listofworksrelat00brit,True
americangeologi21wincgoog,True
freshwaterbiolo01whipgoog,True
tijdschriftderne121012nede,False
quarterlyjournal39188geol,True
biostor-102559,True
zoologicalrecor301893zool,True
smithsonianmisce93smit,True
cu31924074095260,True
biostor-88503,True
pubmed-PMC3751718,True
boletindelasocie681997soci,False
jstor-1634413,True
spongesjellyfish00park,True
alaboratorymanu02boyegoog,True
zoologicalrecor581921zool,True
catalogueoflibr00zool,True
economicalgeolo01wortgoog,True
internationalca36britgoog,True
in.ernet.dli.2015.27231,True
scientificresult02sver,True
lehrbuchderverg00heidgoog,False
americanjourna4491920newh,True
generalembryolog111965hubr,True
professionalpap43sgoog,True
memoirsgeologic06indigoog,True
biostor-76023,True
bulletinsofameri313pale,True
catalogueofmazat00brituoft,True
MemoirsQueensla32Quee,True
dissertationtex00ross,False
atextbookgenera00kellgoog,True
DTIC_ADA417356,True
cbarchive_36722_monographoftheacetabularieae1895,True
biostor-91692,True
9512909.nlm.nih.gov,True
s3botproceedings02cali,True
pubmed-PMC4012440,True
smithsonianmis15311968sm,True
americangeologi67wincgoog,True
amanualanimalph00sheagoog,True
journalofroyalmi188746roya,True
biostor-81103,True
Pleiocenefossil00Tuom,True
listoffossilsofu00lind,True
bulletinofbritis34zoollond,True
smithsonianmisce1391961smit,True
proceedingsofnat45nati,True
jstor-1637324,True
internationalca14britgoog,True
jstor-2449623,True
manualgeologyde00emmogoog,True
fieldtripguidefo00geol_0,True
jahresheftedesve76vere,False
earthsciencefiel1959illi,True
marinemicrofouli00taylpdf,True
AttiDellAccademiaPontificiaLincei59,False
revisionoffamili00dunc,True
jstor-30058580,True
journalofroyalmi02roya,True
americannatural01unkngoog,True
cihm_94096,True
methodsofstudyin00agasuoft,True
professionalpap105sgoog,True
reportgeologica00broagoog,True
jstor-1764249,True
jstor-108553,True
accountofreasoni00mack,True
transactionsofna78natu,True
actasocprofaunae17soci,True
guidebooktogeolo00leig,True
cbarchive_108833_mazatlanbivalves1857,True
somegeologicalst60illi,True
lehrbuchderzool01hatsgoog,True
unityoforganismo191901ritt,True
questforfood00cous,True
textbookadvanced00pagerich,True
cu31924003875592,True
biostor-118140,True
fws0bsusfi7810usfi,True
parasiticcopepo00histgoog,True
microtovademecum00leearich,True
cbarchive_41825_arecordoflocalitiesofsomenewso1884,True
descriptivecata03englgoog,True
bulletinofgeolo291918geol,True
bulletinnewyork451901newy,True
pubmed-PMC3978224,True
reportstateboar12survgoog,True
textbookofcompar01langrich,True
ERIC_ED403125,True
potashfromkelp00came,True
historygeologya01zittgoog,True
guideleafletgeo58wils,True
smallbottomshore00rich,True
stratgeology00jukerich,True
report1912brit,True
jstor-30054487,True
topographyandge00misgoog,True
cbarchive_37054_hermissenda9999,True
marinemolluscaof00melvuoft,True
jstor-1644838,True
textbookofgeolog01grabrich,True
generaloutlineo01jonegoog,True
journalofroyalmi188713roya,True
victoriannatura127fiele,True
jstor-1627893,True
kansasuniversity09lawr,True
britishzoophytes00penn,True
jstor-2450444,True
jstor-3221259,True
reportdirectors00unkngoog,True
bub_gb_M2Q_AAAAcAAJ,True
bulletinofsouthe5557sout,True
twelvelectureson00agas,True
DTIC_ADA441940,True
reportonpaleont02survgoog,True
jstor-1626193,True
internationpaleo1912royauoft,True
cbarchive_106234_thirdcatalogueofmolluscarecent9999,True
bulletin07geolgoog,True
DTIC_ADA068774,True
bub_gb_yQoAAAAAQAAJ,False
collezionerigacc00zucc,False
jstor-30054964,True
palaeon12196919571969pala,True
jstor-1627473,True
thegeographicalb00benn,True
in.ernet.dli.2015.25980,True
lehrbuchderpaloz02stro,False
cbarchive_38424_thelittoralmarinefaunaofprovin1878,True
palaeontology3121960pala,True
quarterlyjournal47189geol,True
geologicalmagazi561909wood,True
in.ernet.dli.2015.47665,True
indexpalaeontolo02bron,False
B-001-000-881,True
annalsmagazineof4201877lond,True
DTIC_ADA037873,True
cbarchive_39583_reproductionandpathologyofblue1981,True
dieechinoidender00dd,False
royalnaturalhist06lyderich,True
jstor-30055523,True
darwin-online_1877_Duncan_A992,True
contributiontoam02agasuoft,True
annualreport200809harv,True
geologicalscienc1961illi,True
gov.uspto.patents.application.10578857,True
jstor-2452964,True
biostor-91602,True
bulletingeorgia06georgoog,True
photographicguid00sept,True
smithsonianmisc04unkngoog,True
naturalistsassis00king,True
dli.zoological.sfs.027,True
memoirsofgeologi32geol,False
jstor-4061716,True
paleontologyreco00stea,True
bulletinsofameri185192pale,True
drinkmicroscopyo00whiprich,True
proceeding43419101916bris,True
b21697681,True
listoffossilfaun02stoc,True
jstor-2456285,True
jstor-2447658,True
bulletinunit771911unit,True
s7annalsmagazine15londuoft,True
bulletinofunited178weed,True
in.ernet.dli.2015.271149,True
jstor-1632638,True
geologicalsurve00wortgoog,True
b24758176,True
zoologischerjahr188104staz,False
annalsmagazineof5131884lond,True
jstor-1633725,True
descripcindelos00angegoog,False
americangeologi34wincgoog,True
jstor-3220434,True
microtomistsvade00leearich,True
biostor-93767,True
essaysinnaturals00alla,True
biostor-118191,True
northamericanin02shimgoog,True
reportonpaleont07survgoog,True
searchforpasti00beer,True
reportsdealingw04survgoog,True
guidetofossilinv00brituoft,True
jstor-2451519,True
wissenschaftlich03chun,False
B-001-002-252,True
reportofbritisha86brit,True
dockingreportman00unit,True
cbarchive_101369_hornedlizardofcaliforniaandnev1906,True
synoptictextbook00weysuoft,True
reportonprogress1935unit,True
seasidestudies00agasrich,True
cihm_08863,True
biostor-94096,True
stuttgarterbeitr16staa,False
annalsmagazineof921918lond,True
catalogueofnorth00hemprich,True
jessebmillerno1w00fett,True
reportonprogress14unit,True
predesignreport1971brow_5,True
zoologicalreco4511908zool,True
shellssealife211989long,True
mobot31753003645725,True
jstor-30067854,True
biostor-103387,True
typefiguredfossi524illi,True
biostor-79567,True
biostor-117376,True
cancerwaterstudy00shan,True
biostor-100716,True
textbookcompara00kaysgoog,True
biostor-93594,True
biostor-91934,True
textbookgeology00unkngoog,True
biostor-89299,True
latequaternaryve00bake,True
memoirsgeologic33unkngoog,True
bulletinofzoolog622005int,True
biostor-92919,True
foldtanikozlony5187magy,False
biostor-99727,True
geologicalstoryo00barn_0,True
transactionsofal4185alba,True
s1annalsmagazine07londuoft,True
ahandlistgenera00shargoog,True
bub_gb_u6Y9AAAAIAAJ,False
biostor-107537,True
jameshallofalban00clariala,True
lecturesoncompar00owen,True
zoologicalrecord00zool,True
in.ernet.dli.2015.7604,True
livingworldwhen00conngoog,True
bulletin8402sout,True
biostor-79870,True
microscopemadeea00well,True
journalofcincinn4518cinc,True
DTIC_ADA122976,True
biostor-85588,True
reportonpaleontopt104newjiala,True
geologicalmagazi611914wood,True
invertebrates0000alex,True
memoirsofgeologi3619geol,True
cbarchive_39849_zurfaunavonsdgeorgien1883,True
goshutecanyongem00unit,True
bothaliavolume4545unse,True
61250460R.nlm.nih.gov,True
jstor-1627466,True
synonymiccatalog00brit,True
biostor-90895,True
AquaticPestsOnIrrigationSystems,True
jstor-30068151,True
threecruisesofun01agasrich,True
jstor-4058571,True
microscopyofdrin00whipuoft,True
cihm_94161,True
proceedingsofyor9188york,True
geologycountrya00jukegoog,True
jstor-2453916,True
microscopeitshis00hoggrich,True
wondersofcoralsc00jaco_0,True
jstor-25129998,True
biostor-93530,True
annalsmagazineof34lond,True
rsultatsduvoyar21belg,False
animaldiversity00fing,True
zoologicaljourna2018linn,True
abibliographypr01thomgoog,True
mobot31753003645923,False
in.ernet.dli.2015.203477,True
pubmed-PMC3936708,True
cihm_02277,True
mindinnatureoro01clargoog,True
s2annalsmagazine14londuoft,True
DTIC_ADA072392,True
whagelbergsmanua67hage,True
jstor-30061499,True
developmentofsom00beecuoft,True
kentuckyfossilsh00kentrich,True
onsomebritishpol00norm,True
cbarchive_40981_quantitativeevaluationofthedie1981,True
canadianrecordof6unse,True
microscopydrink00whipgoog,True
p3s1catalogue06austuoft,True
recordsofaustral13aust,True
jstor-1633727,True
bulletinofbritis36geollond,True
jstor-109021,True
proceedingsofthe029626mbp,True
utilizationofmin00phip,True
annualreporto401886newy,True
biostor-89386,True
monroeformationo00grabrich,True
jstor-30063595,True
DTIC_ADA149942,True
reportsnorthcar02goog,True
proceedings4719281934bris,True
biologicalbullet441923lill,True
proceedingsoflin187590linn,True
60811140R.nlm.nih.gov,True
americanjourna4481919newh,True
internationalca00britgoog,True
b2808651x,True
studentshandbook00jukeuoft,True
jstor-2448989,True
cbarchive_120031_reproductionandpathologyofblue1981,True
biostor-100027,True
cu31924024558276,True
principlesstrat00unkngoog,True
jstor-25138751,True
pubmed-PMC4023944,True
b22025364,True
platesgeological08illirich,True
b21309383,True
canadianoysterit00staf,True
jstor-1763661,True
archivfrnaturg7605berl,False
louisianaconserapr36depa,True
bulletinofbritis13zoollond,True
biostor-120661,True
qsqcqsqcqsqc,True
in.ernet.dli.2015.530236,False
annualreportre564newy,True
Polyzoa00Nord,True
ahandlistgenera00ogilgoog,True
biostor-93838,True
canadianoysterit01cana,True
directoryofenvir00inst,True
biostor-93782,True
reportonprogres00musegoog,True
endangeredthreat00mass,True
MemoirsNational25Nati,False
quarterlyjournl151859geol,True
cu31924074095286,True
guideleafletgeol1960wils,True
cbarchive_133983_limestonesofcentralandwesternn1887,True
biostor-95035,True
earthhistoryfiel1949illi,True
cihm_82851,True
DTIC_ADA182556,True
jstor-2451974,True
useofvibratoryco00meis,True
guideleafletgeol1955wils,True
cbarchive_35661_theembryologyofabrachiopodtere1902,True
invertebratezool00sche,True
transactionsofroindxroya,True
yearbookcarnegie071908carn,True
ser6annalsmagazi17londuoft,True
pubmed-PMC3559109,True
generalguidetobr1906brit,True
in.ernet.dli.2015.28668,True
elementarytextbo02clauuoft,True
Atasdosimposios1Simp,False
journalofcincinn22cinc,True
papersfromtortug51821914carn,True
biostor-102994,True
bulletinofunited301week,True
reportonstructur00cana,True
annualreportofro5152roya,True
bulletinsofameri115116pale,True
in.ernet.dli.2015.205498,True
proceedingsoflin70linn,True
biostor-88826,True
resourceasses53300msme,True
101588525.nlm.nih.gov,True
cbarchive_132006_einbeitragzurpalaeontologiedes9999,True
reportonprogress21unit,True
b28050423,True
fisherybulletino55usfi,True
seasidebookbeing00harv,True
reportonpaleont01survgoog,True
biostor-93918,True
philtrans06957320,True
proceedings1719061909roya,True
biostor-895,True
cu31924002839102,True
s7annalsmagazine17londuoft,True
bulletinofnatura542natu,True
denkschriftender0803medi,False
bulletinsofameri601971paleont,True
annualreport26instgoog,True
annalsmagazineof26lond,True
occasionalpapers14sand,True
reportonprogress1911unit,True
meddelelseromgr431917denm,True
jstor-4061555,True
bibliographiainv07nati,True
annualreporto411887newy,True
DTIC_ADA048063,True
cbarchive_121800_polydoraandboccardiaspeciespol1882,True
fversigtafkong241867kung,False
report1943brit,True
anessayonclassi01agasgoog,True
cruickshankscien00univuoft,True
economicalgeolo01illigoog,True
annalsmagazineof5201887lond,True
biostor-88194,True
anintroductiont00shimgoog,True
cu31924003914037,True
biology00alex,True
revuecritiq2627192223coss,False
officiallistsind2001inte,True
reportonprogress07unit,True
annualreporttru01histgoog,True
memoirsgeologic07indigoog,True
philtrans03657471,True
bulletinofs1218851887deni,True
bulletinuniteds44usgoog,True
marinebiological00daug,True
mobot31753002106125,True
nsquarterlyjourn06comp,True
reportonprogress1939uni,True
annalsmagazineof6171896lond,True
gov.uspto.patents.application.09599174,True
jstor-1640633,True
cihm_02623,True
jstor-2466181,True
jstor-2451663,True
proceedingsroya48roya,False
biostor-76,True
bulletinofzoolog41inte,True
generalguide29amer,True
b21903372,True
in.ernet.dli.2015.261204,True
quarterlyjournal128lond,True
cu31924004641027,True
economicgeologyo3003clap,True
reportonprogres02unkngoog,True
